State,Transaction_year,Quarters,Transaction_Type,Transaction_Count,Transaction_Amount,latitude,longitude
gujarat,2020,2,rajkot,1360781,2344811087,22.258652,71.192381
gujarat,2020,3,ahmadabad,21769867,43364229619,22.258652,71.192381
gujarat,2020,3,surat,7272097,14667802723,22.258652,71.192381
gujarat,2020,3,vadodara,4247473,7377577452,22.258652,71.192381
gujarat,2020,3,gandhinagar,2828558,4509986130,22.258652,71.192381
gujarat,2020,3,bharuch,2145954,3492190238,22.258652,71.192381
gujarat,2020,3,banas kantha,2102221,4347810484,22.258652,71.192381
gujarat,2020,3,mahesana,1898909,3469191791,22.258652,71.192381
gujarat,2020,3,kachchh,1762816,3715321888,22.258652,71.192381
gujarat,2020,3,valsad,1743270,2801506603,22.258652,71.192381
gujarat,2020,3,rajkot,1490309,2995153085,22.258652,71.192381
gujarat,2020,4,ahmadabad,25926518,50995692377,22.258652,71.192381
gujarat,2020,4,surat,10950779,22483338828,22.258652,71.192381
gujarat,2020,4,vadodara,6066452,10175864216,22.258652,71.192381
gujarat,2020,4,gandhinagar,3802536,6260558379,22.258652,71.192381
gujarat,2020,4,bharuch,3243841,5265465829,22.258652,71.192381
gujarat,2020,4,banas kantha,2687464,5676878892,22.258652,71.192381
gujarat,2020,4,valsad,2565319,4183435576,22.258652,71.192381
gujarat,2020,4,mahesana,2473227,4748375062,22.258652,71.192381
gujarat,2020,4,kachchh,2405892,5163742799,22.258652,71.192381
gujarat,2020,4,rajkot,1980653,4184580563,22.258652,71.192381
gujarat,2021,1,ahmadabad,36857358,68688129154,22.258652,71.192381
gujarat,2021,1,surat,13429789,28261722803,22.258652,71.192381
gujarat,2021,1,vadodara,7191021,11925964623,22.258652,71.192381
gujarat,2021,1,gandhinagar,4275528,7290530767,22.258652,71.192381
gujarat,2021,1,bharuch,3420929,5756013891,22.258652,71.192381
gujarat,2021,1,banas kantha,2927080,6883945518,22.258652,71.192381
gujarat,2021,1,valsad,2745663,4775335084,22.258652,71.192381
gujarat,2021,1,kachchh,2664604,6036765373,22.258652,71.192381
gujarat,2021,1,mahesana,2587041,5454846786,22.258652,71.192381
gujarat,2021,1,rajkot,2278417,5057583315,22.258652,71.192381
gujarat,2021,2,ahmadabad,44173046,79437951666,22.258652,71.192381
gujarat,2021,2,surat,15230233,30756115156,22.258652,71.192381
gujarat,2021,2,vadodara,7847805,12902554422,22.258652,71.192381
gujarat,2021,2,gandhinagar,4552010,7835004938,22.258652,71.192381
gujarat,2021,2,bharuch,3937665,6464930553,22.258652,71.192381
gujarat,2021,2,banas kantha,3648428,8286069196,22.258652,71.192381
gujarat,2021,2,kachchh,3268191,7040086478,22.258652,71.192381
gujarat,2021,2,valsad,3236626,5434041160,22.258652,71.192381
gujarat,2021,2,mahesana,3118685,6292779692,22.258652,71.192381
gujarat,2021,2,rajkot,2675842,5707346831,22.258652,71.192381
gujarat,2021,3,ahmadabad,58611265,1.02E+11,22.258652,71.192381
gujarat,2021,3,surat,21214459,40838608900,22.258652,71.192381
gujarat,2021,3,vadodara,10555446,16336422911,22.258652,71.192381
gujarat,2021,3,gandhinagar,6318239,10546315791,22.258652,71.192381
gujarat,2021,3,bharuch,5280607,8322570349,22.258652,71.192381
gujarat,2021,3,banas kantha,4877149,11302732745,22.258652,71.192381
gujarat,2021,3,valsad,4434194,7173200940,22.258652,71.192381
gujarat,2021,3,kachchh,4378602,9001941153,22.258652,71.192381
gujarat,2021,3,mahesana,4085272,8371811502,22.258652,71.192381
gujarat,2021,3,rajkot,3586356,7726777655,22.258652,71.192381
gujarat,2021,4,ahmadabad,70075885,1.25E+11,22.258652,71.192381
gujarat,2021,4,surat,26358525,51244301661,22.258652,71.192381
gujarat,2021,4,vadodara,12675332,20051547593,22.258652,71.192381
gujarat,2021,4,gandhinagar,7658806,13063535936,22.258652,71.192381
gujarat,2021,4,bharuch,6671068,10647007113,22.258652,71.192381
gujarat,2021,4,banas kantha,6396725,14662295530,22.258652,71.192381
gujarat,2021,4,valsad,5798487,9554286593,22.258652,71.192381
gujarat,2021,4,kachchh,5470337,11281039516,22.258652,71.192381
gujarat,2021,4,mahesana,5022604,10719744657,22.258652,71.192381
gujarat,2021,4,rajkot,4398724,9808446764,22.258652,71.192381
gujarat,2022,1,ahmadabad,79952986,1.41E+11,22.258652,71.192381
gujarat,2022,1,surat,31199368,60384509134,22.258652,71.192381
gujarat,2022,1,vadodara,14343830,22232541229,22.258652,71.192381
gujarat,2022,1,gandhinagar,8605006,14673670632,22.258652,71.192381
gujarat,2022,1,banas kantha,7973644,18279879154,22.258652,71.192381
gujarat,2022,1,bharuch,7704075,12142511078,22.258652,71.192381
gujarat,2022,1,valsad,6673719,11065186874,22.258652,71.192381
gujarat,2022,1,kachchh,6493295,13234467234,22.258652,71.192381
gujarat,2022,1,mahesana,5772191,12148997855,22.258652,71.192381
gujarat,2022,1,rajkot,5044420,11183107357,22.258652,71.192381
gujarat,2022,2,ahmadabad,96453555,1.62E+11,22.258652,71.192381
gujarat,2022,2,surat,37371820,68525386888,22.258652,71.192381
gujarat,2022,2,vadodara,16566055,24927078678,22.258652,71.192381
gujarat,2022,2,gandhinagar,10158506,16650584409,22.258652,71.192381
gujarat,2022,2,banas kantha,9732655,20605533611,22.258652,71.192381
gujarat,2022,2,bharuch,8898927,13524403307,22.258652,71.192381
gujarat,2022,2,valsad,8033358,12554813235,22.258652,71.192381
gujarat,2022,2,kachchh,7934471,15334005512,22.258652,71.192381
gujarat,2022,2,mahesana,6831581,13686497406,22.258652,71.192381
gujarat,2022,2,rajkot,6063252,12629937170,22.258652,71.192381
gujarat,2022,3,ahmadabad,117574996,1.84E+11,22.258652,71.192381
gujarat,2022,3,surat,46500453,78304481289,22.258652,71.192381
gujarat,2022,3,vadodara,23318716,32733106035,22.258652,71.192381
gujarat,2022,3,bharuch,11270803,15949022078,22.258652,71.192381
gujarat,2022,3,banas kantha,11035119,22401495022,22.258652,71.192381
gujarat,2022,3,gandhinagar,10879868,17098915693,22.258652,71.192381
gujarat,2022,3,valsad,9633288,13905599409,22.258652,71.192381
gujarat,2022,3,kachchh,9375781,16533683640,22.258652,71.192381
gujarat,2022,3,rajkot,8053297,15206611341,22.258652,71.192381
gujarat,2022,3,mahesana,6403784,12429803357,22.258652,71.192381
gujarat,2022,4,ahmadabad,133174553,2.12E+11,22.258652,71.192381
gujarat,2022,4,surat,52037142,85923991747,22.258652,71.192381
gujarat,2022,4,vadodara,20968443,30304178848,22.258652,71.192381
gujarat,2022,4,bharuch,15879527,22486941030,22.258652,71.192381
gujarat,2022,4,banas kantha,12352158,25179922290,22.258652,71.192381
gujarat,2022,4,gandhinagar,12010565,19015449814,22.258652,71.192381
gujarat,2022,4,valsad,11103340,15842261458,22.258652,71.192381
gujarat,2022,4,kachchh,9617702,17113433243,22.258652,71.192381
gujarat,2022,4,rajkot,9260831,17834314869,22.258652,71.192381
gujarat,2022,4,mahesana,7160396,14173625244,22.258652,71.192381
haryana,2018,1,gurugram,1408070,2317083394,29.058776,76.085601
haryana,2018,1,faridabad,521939,772738359.2,29.058776,76.085601
haryana,2018,1,hisar,240517,355732765.8,29.058776,76.085601
haryana,2018,1,rewari,199418,280095218.8,29.058776,76.085601
haryana,2018,1,panipat,183960,263054774.7,29.058776,76.085601
haryana,2018,1,sonipat,178766,279804665.7,29.058776,76.085601
haryana,2018,1,karnal,169313,247718779.1,29.058776,76.085601
haryana,2018,1,sirsa,164867,164313975.9,29.058776,76.085601
haryana,2018,1,bhiwani,125150,190361119.4,29.058776,76.085601
haryana,2018,1,rohtak,121728,215207976.2,29.058776,76.085601
haryana,2018,2,gurugram,1893511,3604758915,29.058776,76.085601
haryana,2018,2,faridabad,698865,1211325239,29.058776,76.085601
haryana,2018,2,hisar,320500,627894549.3,29.058776,76.085601
haryana,2018,2,panipat,265754,440169913.4,29.058776,76.085601
haryana,2018,2,rewari,263194,453157049.1,29.058776,76.085601
haryana,2018,2,sonipat,253130,475518495.5,29.058776,76.085601
haryana,2018,2,sirsa,234948,288080253.2,29.058776,76.085601
haryana,2018,2,karnal,224254,430353501.6,29.058776,76.085601
haryana,2018,2,ambala,180500,352994750.9,29.058776,76.085601
haryana,2018,2,rohtak,179677,372787270.3,29.058776,76.085601
haryana,2018,3,gurugram,2877059,5115393852,29.058776,76.085601
haryana,2018,3,faridabad,1058983,1722572594,29.058776,76.085601
haryana,2018,3,hisar,390428,961080725.8,29.058776,76.085601
haryana,2018,3,rewari,350599,643047741.8,29.058776,76.085601
haryana,2018,3,panipat,331409,660571357.3,29.058776,76.085601
haryana,2018,3,sonipat,315829,689899150.9,29.058776,76.085601
haryana,2018,3,karnal,282956,594890204,29.058776,76.085601
haryana,2018,3,rohtak,242013,568546327.5,29.058776,76.085601
haryana,2018,3,ambala,233248,522223540.2,29.058776,76.085601
haryana,2018,3,sirsa,222321,409263123.9,29.058776,76.085601
haryana,2018,4,gurugram,4651606,7834266745,29.058776,76.085601
haryana,2018,4,faridabad,2271109,2832603201,29.058776,76.085601
haryana,2018,4,rewari,535609,1038332554,29.058776,76.085601
haryana,2018,4,hisar,511206,1476103126,29.058776,76.085601
haryana,2018,4,sonipat,428989,1037340218,29.058776,76.085601
haryana,2018,4,panipat,427930,960831967,29.058776,76.085601
haryana,2018,4,palwal,383775,672481291.5,29.058776,76.085601
haryana,2018,4,karnal,356327,883621789.5,29.058776,76.085601
haryana,2018,4,jhajjar,319972,741571573.9,29.058776,76.085601
haryana,2018,4,ambala,313017,778868451.3,29.058776,76.085601
haryana,2019,1,gurugram,8723777,10558099867,29.058776,76.085601
haryana,2019,1,faridabad,4020631,4128377201,29.058776,76.085601
haryana,2019,1,rewari,992599,1395914440,29.058776,76.085601
haryana,2019,1,palwal,719323,1032542809,29.058776,76.085601
haryana,2019,1,hisar,703750,1656524676,29.058776,76.085601
haryana,2019,1,sonipat,699422,1419939621,29.058776,76.085601
haryana,2019,1,panipat,685081,1414874465,29.058776,76.085601
haryana,2019,1,karnal,589011,1295083691,29.058776,76.085601
haryana,2019,1,rohtak,575222,1345411743,29.058776,76.085601
haryana,2019,1,jhajjar,548076,1042049466,29.058776,76.085601
haryana,2019,2,gurugram,8386864,11575310786,29.058776,76.085601
haryana,2019,2,faridabad,3523377,4505940224,29.058776,76.085601
haryana,2019,2,rohtak,1096201,2813329871,29.058776,76.085601
haryana,2019,2,panipat,1019615,2473242371,29.058776,76.085601
haryana,2019,2,rewari,889511,1639474281,29.058776,76.085601
haryana,2019,2,sonipat,888795,2100408323,29.058776,76.085601
haryana,2019,2,karnal,814251,2062725762,29.058776,76.085601
haryana,2019,2,hisar,761001,2054472611,29.058776,76.085601
haryana,2019,2,palwal,741633,1293085678,29.058776,76.085601
haryana,2019,2,jhajjar,569289,1308026489,29.058776,76.085601
haryana,2019,3,gurugram,11843666,15022524505,29.058776,76.085601
haryana,2019,3,faridabad,4701377,5869168552,29.058776,76.085601
haryana,2019,3,rewari,1206241,2010833862,29.058776,76.085601
haryana,2019,3,rohtak,1158516,3225248553,29.058776,76.085601
haryana,2019,3,panipat,1155825,2901827843,29.058776,76.085601
haryana,2019,3,sonipat,1066029,2495689740,29.058776,76.085601
haryana,2019,3,palwal,1061268,1687988450,29.058776,76.085601
haryana,2019,3,hisar,1055411,2558826215,29.058776,76.085601
haryana,2019,3,karnal,991286,2467996779,29.058776,76.085601
haryana,2019,3,jhajjar,755297,1642655006,29.058776,76.085601
haryana,2019,4,gurugram,14935865,19000424238,29.058776,76.085601
haryana,2019,4,faridabad,5358174,7782346424,29.058776,76.085601
haryana,2019,4,rewari,1538398,2831585560,29.058776,76.085601
haryana,2019,4,panipat,1437677,3870819295,29.058776,76.085601
haryana,2019,4,rohtak,1428337,4158625642,29.058776,76.085601
haryana,2019,4,sonipat,1368457,3347168253,29.058776,76.085601
haryana,2019,4,hisar,1309901,3351369913,29.058776,76.085601
haryana,2019,4,karnal,1280457,3322975422,29.058776,76.085601
haryana,2019,4,palwal,1273274,2370503274,29.058776,76.085601
haryana,2019,4,jhajjar,965474,2147473030,29.058776,76.085601
haryana,2020,1,gurugram,16484737,21152356889,29.058776,76.085601
haryana,2020,1,faridabad,5840117,8881105700,29.058776,76.085601
haryana,2020,1,sonipat,2016893,5091258326,29.058776,76.085601
haryana,2020,1,rohtak,1803076,5175066327,29.058776,76.085601
haryana,2020,1,panipat,1781967,4661669007,29.058776,76.085601
haryana,2020,1,rewari,1747564,3142595798,29.058776,76.085601
haryana,2020,1,palwal,1613263,3109146807,29.058776,76.085601
haryana,2020,1,karnal,1579733,4003478769,29.058776,76.085601
haryana,2020,1,hisar,1533724,3820470010,29.058776,76.085601
haryana,2020,1,mewat,1241283,3154872672,29.058776,76.085601
haryana,2020,2,gurugram,11284856,14426170121,29.058776,76.085601
haryana,2020,2,faridabad,5775792,8177450074,29.058776,76.085601
haryana,2020,2,palwal,2090627,3788124543,29.058776,76.085601
haryana,2020,2,sonipat,2067865,5016220638,29.058776,76.085601
haryana,2020,2,rohtak,2050920,5946541939,29.058776,76.085601
haryana,2020,2,rewari,2022132,3582603329,29.058776,76.085601
haryana,2020,2,panipat,2011582,5207544727,29.058776,76.085601
haryana,2020,2,hisar,1644838,4146210408,29.058776,76.085601
haryana,2020,2,karnal,1629574,4045109843,29.058776,76.085601
haryana,2020,2,mewat,1598705,3658746772,29.058776,76.085601
haryana,2020,3,gurugram,18098421,23437360422,29.058776,76.085601
haryana,2020,3,faridabad,8700173,13490214443,29.058776,76.085601
haryana,2020,3,rewari,3041169,5346067429,29.058776,76.085601
haryana,2020,3,sonipat,2922945,7024743099,29.058776,76.085601
haryana,2020,3,palwal,2672871,4869775359,29.058776,76.085601
haryana,2020,3,panipat,2334545,5809998641,29.058776,76.085601
haryana,2020,3,hisar,2209518,5761605478,29.058776,76.085601
haryana,2020,3,mewat,2107221,5099537213,29.058776,76.085601
haryana,2020,3,karnal,1955755,4578348863,29.058776,76.085601
haryana,2020,3,rohtak,1740356,4643691558,29.058776,76.085601
haryana,2020,4,gurugram,28192581,35629614077,29.058776,76.085601
haryana,2020,4,faridabad,12149079,19603646063,29.058776,76.085601
haryana,2020,4,rewari,4329508,8169865745,29.058776,76.085601
haryana,2020,4,sonipat,3721622,9010603702,29.058776,76.085601
haryana,2020,4,palwal,3692902,7333424919,29.058776,76.085601
haryana,2020,4,hisar,3190398,8738948859,29.058776,76.085601
haryana,2020,4,panipat,3059943,7874714736,29.058776,76.085601
haryana,2020,4,mewat,2948645,7484819525,29.058776,76.085601
haryana,2020,4,karnal,2527301,6152410696,29.058776,76.085601
haryana,2020,4,jhajjar,2429140,5544973431,29.058776,76.085601
haryana,2021,1,gurugram,31719830,39350276709,29.058776,76.085601
haryana,2021,1,faridabad,12970900,21241648454,29.058776,76.085601
haryana,2021,1,rewari,4385531,8303713647,29.058776,76.085601
haryana,2021,1,sonipat,4353956,9992974986,29.058776,76.085601
haryana,2021,1,palwal,3641453,7214450169,29.058776,76.085601
haryana,2021,1,hisar,3294765,8859730937,29.058776,76.085601
haryana,2021,1,panipat,3288095,7866864997,29.058776,76.085601
haryana,2021,1,mewat,3236320,8671355565,29.058776,76.085601
haryana,2021,1,karnal,2822406,6379825747,29.058776,76.085601
haryana,2021,1,rohtak,2708295,6792159647,29.058776,76.085601
haryana,2021,2,gurugram,32311326,39938868048,29.058776,76.085601
haryana,2021,2,faridabad,14467773,23831325860,29.058776,76.085601
haryana,2021,2,sonipat,5818055,12924700817,29.058776,76.085601
haryana,2021,2,rewari,5377720,9762169803,29.058776,76.085601
haryana,2021,2,panipat,4781725,10716524259,29.058776,76.085601
haryana,2021,2,palwal,4765916,9533885153,29.058776,76.085601
haryana,2021,2,hisar,4588374,11866795027,29.058776,76.085601
haryana,2021,2,mewat,4011429,9985192716,29.058776,76.085601
haryana,2021,2,rohtak,3586587,8769888645,29.058776,76.085601
haryana,2021,2,karnal,3501189,7822099241,29.058776,76.085601
haryana,2021,3,gurugram,47680658,55914389975,29.058776,76.085601
haryana,2021,3,faridabad,19367342,30608591108,29.058776,76.085601
haryana,2021,3,rewari,7225396,12146892238,29.058776,76.085601
haryana,2021,3,sonipat,7173052,14357121850,29.058776,76.085601
haryana,2021,3,panipat,6120958,12577188572,29.058776,76.085601
haryana,2021,3,palwal,5875612,10372287086,29.058776,76.085601
haryana,2021,3,hisar,5215891,12437366867,29.058776,76.085601
haryana,2021,3,mewat,5054460,11174788501,29.058776,76.085601
haryana,2021,3,rohtak,4615616,10168683402,29.058776,76.085601
haryana,2021,3,karnal,4403307,8835919266,29.058776,76.085601
haryana,2021,4,gurugram,56754843,69593103273,29.058776,76.085601
haryana,2021,4,faridabad,23169872,38292223252,29.058776,76.085601
haryana,2021,4,sonipat,8588386,18170993285,29.058776,76.085601
haryana,2021,4,rewari,8487387,15492946893,29.058776,76.085601
haryana,2021,4,panipat,7419868,16276012823,29.058776,76.085601
haryana,2021,4,palwal,7384842,13860018395,29.058776,76.085601
haryana,2021,4,mewat,6907605,14906046920,29.058776,76.085601
haryana,2021,4,hisar,6193863,16081687128,29.058776,76.085601
haryana,2021,4,rohtak,5544335,13098837016,29.058776,76.085601
haryana,2021,4,karnal,5416815,11527031602,29.058776,76.085601
haryana,2022,1,gurugram,63282822,77508209557,29.058776,76.085601
haryana,2022,1,faridabad,25918817,42896865211,29.058776,76.085601
haryana,2022,1,sonipat,9614092,19484490398,29.058776,76.085601
haryana,2022,1,rewari,9346086,16678823765,29.058776,76.085601
haryana,2022,1,panipat,9264902,19020193909,29.058776,76.085601
haryana,2022,1,mewat,8788025,17806136969,29.058776,76.085601
haryana,2022,1,palwal,8401353,15280812571,29.058776,76.085601
haryana,2022,1,hisar,7216543,18068574001,29.058776,76.085601
haryana,2022,1,rohtak,6268896,14421297234,29.058776,76.085601
haryana,2022,1,karnal,6097787,12324299905,29.058776,76.085601
haryana,2022,2,gurugram,79880852,92145454120,29.058776,76.085601
haryana,2022,2,faridabad,30409719,48406473821,29.058776,76.085601
haryana,2022,2,sonipat,11943138,22987659570,29.058776,76.085601
haryana,2022,2,rewari,11224593,19046645608,29.058776,76.085601
haryana,2022,2,panipat,10820296,21066063901,29.058776,76.085601
haryana,2022,2,mewat,10609222,20575618596,29.058776,76.085601
haryana,2022,2,palwal,9782307,17323076798,29.058776,76.085601
haryana,2022,2,hisar,8798889,20864338832,29.058776,76.085601
haryana,2022,2,rohtak,7714114,16685032555,29.058776,76.085601
haryana,2022,2,karnal,7462000,14355989092,29.058776,76.085601
haryana,2022,3,gurugram,87103856,99360193857,29.058776,76.085601
haryana,2022,3,faridabad,31002825,46163415393,29.058776,76.085601
haryana,2022,3,sonipat,16738938,29152136082,29.058776,76.085601
haryana,2022,3,hisar,15314209,30005386061,29.058776,76.085601
haryana,2022,3,panipat,13837300,24633921101,29.058776,76.085601
haryana,2022,3,rewari,12015067,19436985213,29.058776,76.085601
haryana,2022,3,palwal,11032395,17956834812,29.058776,76.085601
haryana,2022,3,mewat,10832560,19134475751,29.058776,76.085601
haryana,2022,3,rohtak,9939686,18965127888,29.058776,76.085601
haryana,2022,3,karnal,9139842,16912349322,29.058776,76.085601
haryana,2022,4,gurugram,92493335,1.07E+11,29.058776,76.085601
haryana,2022,4,faridabad,33161524,49923713557,29.058776,76.085601
haryana,2022,4,sonipat,17683407,32605509131,29.058776,76.085601
haryana,2022,4,hisar,16862076,34368965297,29.058776,76.085601
haryana,2022,4,rohtak,14350357,27248544247,29.058776,76.085601
haryana,2022,4,rewari,13324092,22585777500,29.058776,76.085601
haryana,2022,4,palwal,13114018,21856737362,29.058776,76.085601
haryana,2022,4,panipat,12217738,23682687584,29.058776,76.085601
haryana,2022,4,karnal,12214724,23383107604,29.058776,76.085601
haryana,2022,4,mewat,11181774,20507941018,29.058776,76.085601
himachal-pradesh,2018,1,solan,118881,146873607.4,31.104829,77.17339
himachal-pradesh,2018,1,kangra,62061,83269925.39,31.104829,77.17339
himachal-pradesh,2018,1,shimla,54161,84375526.98,31.104829,77.17339
himachal-pradesh,2018,1,mandi,44169,50308276.31,31.104829,77.17339
himachal-pradesh,2018,1,chamba,41138,69091183.95,31.104829,77.17339
himachal-pradesh,2018,1,una,39070,48375221.96,31.104829,77.17339
himachal-pradesh,2018,1,sirmaur,37721,43579534.4,31.104829,77.17339
himachal-pradesh,2018,1,hamirpur,32709,37506250.25,31.104829,77.17339
himachal-pradesh,2018,1,kullu,23978,36599342.9,31.104829,77.17339
himachal-pradesh,2018,1,bilaspur,21880,20215586.71,31.104829,77.17339
himachal-pradesh,2018,2,solan,166516,254576422.9,31.104829,77.17339
himachal-pradesh,2018,2,kangra,97426,172859755.3,31.104829,77.17339
himachal-pradesh,2018,2,shimla,82195,162202102.6,31.104829,77.17339
himachal-pradesh,2018,2,mandi,58415,85994890.16,31.104829,77.17339
himachal-pradesh,2018,2,chamba,55922,125825520.9,31.104829,77.17339
himachal-pradesh,2018,2,sirmaur,53040,77059907.62,31.104829,77.17339
himachal-pradesh,2018,2,una,51637,81025669.33,31.104829,77.17339
himachal-pradesh,2018,2,hamirpur,41507,63207300.3,31.104829,77.17339
himachal-pradesh,2018,2,kullu,39948,96624850.44,31.104829,77.17339
himachal-pradesh,2018,2,bilaspur,30705,41392933.96,31.104829,77.17339
himachal-pradesh,2018,3,solan,229164,373018057.4,31.104829,77.17339
himachal-pradesh,2018,3,kangra,123560,243834956.6,31.104829,77.17339
himachal-pradesh,2018,3,shimla,109765,261701779.4,31.104829,77.17339
himachal-pradesh,2018,3,sirmaur,78762,124334577,31.104829,77.17339
himachal-pradesh,2018,3,mandi,74604,128941896.3,31.104829,77.17339
himachal-pradesh,2018,3,una,73766,150521417.3,31.104829,77.17339
himachal-pradesh,2018,3,hamirpur,58022,90529572.12,31.104829,77.17339
himachal-pradesh,2018,3,chamba,44858,190977335.5,31.104829,77.17339
himachal-pradesh,2018,3,kullu,40813,95127772.88,31.104829,77.17339
himachal-pradesh,2018,3,bilaspur,37993,56133326.97,31.104829,77.17339
himachal-pradesh,2018,4,solan,347191,577618789.1,31.104829,77.17339
himachal-pradesh,2018,4,kangra,187764,414603050,31.104829,77.17339
himachal-pradesh,2018,4,shimla,156832,396860638,31.104829,77.17339
himachal-pradesh,2018,4,sirmaur,122707,199344353.8,31.104829,77.17339
himachal-pradesh,2018,4,una,110312,222928340.7,31.104829,77.17339
himachal-pradesh,2018,4,mandi,109661,203827486,31.104829,77.17339
himachal-pradesh,2018,4,hamirpur,76300,146948802.4,31.104829,77.17339
himachal-pradesh,2018,4,kullu,64285,157752014.9,31.104829,77.17339
himachal-pradesh,2018,4,chamba,63298,160650917,31.104829,77.17339
himachal-pradesh,2018,4,bilaspur,51395,92955686.24,31.104829,77.17339
himachal-pradesh,2019,1,solan,626201,733453989.2,31.104829,77.17339
himachal-pradesh,2019,1,shimla,363648,708861957.2,31.104829,77.17339
himachal-pradesh,2019,1,kangra,266655,478900506.5,31.104829,77.17339
himachal-pradesh,2019,1,sirmaur,174812,238804557.8,31.104829,77.17339
himachal-pradesh,2019,1,mandi,167637,287549707.5,31.104829,77.17339
himachal-pradesh,2019,1,una,151550,232335414.5,31.104829,77.17339
himachal-pradesh,2019,1,hamirpur,126323,189186708.1,31.104829,77.17339
himachal-pradesh,2019,1,chamba,104811,170503559.1,31.104829,77.17339
himachal-pradesh,2019,1,kullu,92009,187262819,31.104829,77.17339
himachal-pradesh,2019,1,bilaspur,73141,109483745.7,31.104829,77.17339
himachal-pradesh,2019,2,shimla,807095,1698682743,31.104829,77.17339
himachal-pradesh,2019,2,solan,481957,783011937.9,31.104829,77.17339
himachal-pradesh,2019,2,kangra,295433,591536935,31.104829,77.17339
himachal-pradesh,2019,2,mandi,245467,464902888.8,31.104829,77.17339
himachal-pradesh,2019,2,hamirpur,150149,270178390.2,31.104829,77.17339
himachal-pradesh,2019,2,kullu,129068,331174039.4,31.104829,77.17339
himachal-pradesh,2019,2,sirmaur,127208,220885810,31.104829,77.17339
himachal-pradesh,2019,2,una,105685,189321647.9,31.104829,77.17339
himachal-pradesh,2019,2,bilaspur,68748,128917341.5,31.104829,77.17339
himachal-pradesh,2019,2,chamba,62922,128008869,31.104829,77.17339
himachal-pradesh,2019,3,shimla,695970,1981429214,31.104829,77.17339
himachal-pradesh,2019,3,solan,563580,919355818.1,31.104829,77.17339
himachal-pradesh,2019,3,kangra,373339,645470163.1,31.104829,77.17339
himachal-pradesh,2019,3,mandi,262386,545822136.9,31.104829,77.17339
himachal-pradesh,2019,3,hamirpur,187716,301844559.3,31.104829,77.17339
himachal-pradesh,2019,3,sirmaur,154972,258531496.7,31.104829,77.17339
himachal-pradesh,2019,3,kullu,146216,316994313.6,31.104829,77.17339
himachal-pradesh,2019,3,una,134630,227364592.3,31.104829,77.17339
himachal-pradesh,2019,3,bilaspur,88416,142694743.7,31.104829,77.17339
himachal-pradesh,2019,3,chamba,87489,151224161.3,31.104829,77.17339
himachal-pradesh,2019,4,shimla,900252,2553513821,31.104829,77.17339
himachal-pradesh,2019,4,solan,693523,1168760137,31.104829,77.17339
himachal-pradesh,2019,4,kangra,492277,877780658.3,31.104829,77.17339
himachal-pradesh,2019,4,mandi,332554,678830304,31.104829,77.17339
himachal-pradesh,2019,4,hamirpur,258323,429776009.8,31.104829,77.17339
himachal-pradesh,2019,4,kullu,204518,442222672.1,31.104829,77.17339
himachal-pradesh,2019,4,sirmaur,190673,324766028.3,31.104829,77.17339
himachal-pradesh,2019,4,una,173510,293924768.3,31.104829,77.17339
himachal-pradesh,2019,4,bilaspur,114888,204391757.7,31.104829,77.17339
himachal-pradesh,2019,4,chamba,111755,196209094.1,31.104829,77.17339
himachal-pradesh,2020,1,shimla,1115491,2725598845,31.104829,77.17339
himachal-pradesh,2020,1,solan,821088,1293083622,31.104829,77.17339
himachal-pradesh,2020,1,kangra,569437,836283217.4,31.104829,77.17339
himachal-pradesh,2020,1,mandi,357222,582031760.1,31.104829,77.17339
himachal-pradesh,2020,1,hamirpur,247878,312050564.8,31.104829,77.17339
himachal-pradesh,2020,1,kullu,245803,451467537.6,31.104829,77.17339
himachal-pradesh,2020,1,sirmaur,240485,386990850,31.104829,77.17339
himachal-pradesh,2020,1,una,208785,305641992.4,31.104829,77.17339
himachal-pradesh,2020,1,bilaspur,144278,226926312,31.104829,77.17339
himachal-pradesh,2020,1,chamba,139862,213171894.8,31.104829,77.17339
himachal-pradesh,2020,2,shimla,1090361,2702081598,31.104829,77.17339
himachal-pradesh,2020,2,solan,808170,1165900725,31.104829,77.17339
himachal-pradesh,2020,2,kangra,800587,1148113745,31.104829,77.17339
himachal-pradesh,2020,2,mandi,476844,764632316.6,31.104829,77.17339
himachal-pradesh,2020,2,hamirpur,283099,412476792.9,31.104829,77.17339
himachal-pradesh,2020,2,sirmaur,281385,405760136.8,31.104829,77.17339
himachal-pradesh,2020,2,una,271636,407244006,31.104829,77.17339
himachal-pradesh,2020,2,kullu,211730,311597474.9,31.104829,77.17339
himachal-pradesh,2020,2,chamba,195242,282218981.8,31.104829,77.17339
himachal-pradesh,2020,2,bilaspur,191375,284432330,31.104829,77.17339
himachal-pradesh,2020,3,shimla,1285819,3273522194,31.104829,77.17339
himachal-pradesh,2020,3,solan,1025251,1684944863,31.104829,77.17339
himachal-pradesh,2020,3,kangra,874419,1454881899,31.104829,77.17339
himachal-pradesh,2020,3,mandi,510105,917547335,31.104829,77.17339
himachal-pradesh,2020,3,una,351065,649892231.7,31.104829,77.17339
himachal-pradesh,2020,3,hamirpur,330684,570857451.2,31.104829,77.17339
himachal-pradesh,2020,3,sirmaur,327646,558556837.7,31.104829,77.17339
himachal-pradesh,2020,3,kullu,256926,493361636.5,31.104829,77.17339
