State,Year,Quarter,Brand,Transaction_count,Percentage,latitude,longitude
goa,2019,1,Realme,10545,0.044278444,15.299327,74.123996
goa,2019,1,Motorola,9355,0.039281635,15.299327,74.123996
goa,2019,1,Lenovo,5440,0.022842554,15.299327,74.123996
goa,2019,1,Huawei,5049,0.021200746,15.299327,74.123996
goa,2019,1,Others,22129,0.092919648,15.299327,74.123996
goa,2019,2,Xiaomi,72286,0.259145336,15.299327,74.123996
goa,2019,2,Samsung,58572,0.209980641,15.299327,74.123996
goa,2019,2,Vivo,35425,0.126998638,15.299327,74.123996
goa,2019,2,Oppo,25325,0.090790134,15.299327,74.123996
goa,2019,2,Apple,14770,0.052950455,15.299327,74.123996
goa,2019,2,Realme,12215,0.043790779,15.299327,74.123996
goa,2019,2,OnePlus,12033,0.043138309,15.299327,74.123996
goa,2019,2,Motorola,10716,0.038416864,15.299327,74.123996
goa,2019,2,Lenovo,6125,0.021958127,15.299327,74.123996
goa,2019,2,Huawei,5990,0.021474152,15.299327,74.123996
goa,2019,2,Others,25483,0.091356564,15.299327,74.123996
goa,2019,3,Xiaomi,81621,0.257322017,15.299327,74.123996
goa,2019,3,Samsung,66756,0.210457953,15.299327,74.123996
goa,2019,3,Vivo,41691,0.131436912,15.299327,74.123996
goa,2019,3,Oppo,29561,0.093195332,15.299327,74.123996
goa,2019,3,Apple,16481,0.051958738,15.299327,74.123996
goa,2019,3,Realme,14157,0.044631992,15.299327,74.123996
goa,2019,3,OnePlus,13220,0.041677964,15.299327,74.123996
goa,2019,3,Motorola,11738,0.037005744,15.299327,74.123996
goa,2019,3,Huawei,6882,0.021696501,15.299327,74.123996
goa,2019,3,Lenovo,6410,0.020208453,15.299327,74.123996
goa,2019,3,Others,28677,0.090408394,15.299327,74.123996
goa,2019,4,Xiaomi,90791,0.256801095,15.299327,74.123996
goa,2019,4,Samsung,74339,0.210266839,15.299327,74.123996
goa,2019,4,Vivo,48072,0.135970991,15.299327,74.123996
goa,2019,4,Oppo,34061,0.09634107,15.299327,74.123996
goa,2019,4,Apple,17817,0.05039514,15.299327,74.123996
goa,2019,4,Realme,16393,0.046367375,15.299327,74.123996
goa,2019,4,OnePlus,14159,0.040048537,15.299327,74.123996
goa,2019,4,Motorola,12521,0.035415476,15.299327,74.123996
goa,2019,4,Huawei,7674,0.021705803,15.299327,74.123996
goa,2019,4,Lenovo,6696,0.018939544,15.299327,74.123996
goa,2019,4,Others,31023,0.087748129,15.299327,74.123996
goa,2020,1,Xiaomi,100364,0.256095943,15.299327,74.123996
goa,2020,1,Samsung,82358,0.210150549,15.299327,74.123996
goa,2020,1,Vivo,54965,0.140252615,15.299327,74.123996
goa,2020,1,Oppo,38778,0.098948711,15.299327,74.123996
goa,2020,1,Apple,19244,0.049104363,15.299327,74.123996
goa,2020,1,Realme,18803,0.047979076,15.299327,74.123996
goa,2020,1,OnePlus,14926,0.038086246,15.299327,74.123996
goa,2020,1,Motorola,13118,0.033472825,15.299327,74.123996
goa,2020,1,Huawei,8459,0.021584588,15.299327,74.123996
goa,2020,1,Lenovo,7167,0.018287829,15.299327,74.123996
goa,2020,1,Others,33718,0.086037254,15.299327,74.123996
goa,2020,2,Xiaomi,109624,0.254561245,15.299327,74.123996
goa,2020,2,Samsung,90927,0.211144369,15.299327,74.123996
goa,2020,2,Vivo,61868,0.143665576,15.299327,74.123996
goa,2020,2,Oppo,43887,0.101911346,15.299327,74.123996
goa,2020,2,Realme,21236,0.049312765,15.299327,74.123996
goa,2020,2,Apple,20388,0.047343599,15.299327,74.123996
goa,2020,2,OnePlus,15482,0.035951226,15.299327,74.123996
goa,2020,2,Motorola,13908,0.032296192,15.299327,74.123996
goa,2020,2,Huawei,9221,0.021412366,15.299327,74.123996
goa,2020,2,Lenovo,7481,0.017371859,15.299327,74.123996
goa,2020,2,Others,36617,0.085029456,15.299327,74.123996
goa,2020,3,Xiaomi,119983,0.252615999,15.299327,74.123996
goa,2020,3,Samsung,101577,0.213863425,15.299327,74.123996
goa,2020,3,Vivo,69991,0.147361263,15.299327,74.123996
goa,2020,3,Oppo,49411,0.10403148,15.299327,74.123996
goa,2020,3,Realme,24328,0.05122094,15.299327,74.123996
goa,2020,3,Apple,21967,0.046250016,15.299327,74.123996
goa,2020,3,OnePlus,16389,0.034505918,15.299327,74.123996
goa,2020,3,Motorola,14656,0.030857205,15.299327,74.123996
goa,2020,3,Huawei,9964,0.02097852,15.299327,74.123996
goa,2020,3,Lenovo,7790,0.016401312,15.299327,74.123996
goa,2020,3,Others,38906,0.081913922,15.299327,74.123996
goa,2020,4,Xiaomi,132099,0.250384773,15.299327,74.123996
goa,2020,4,Samsung,114296,0.216640383,15.299327,74.123996
goa,2020,4,Vivo,78921,0.149589449,15.299327,74.123996
goa,2020,4,Oppo,55468,0.105135865,15.299327,74.123996
goa,2020,4,Realme,28000,0.053072117,15.299327,74.123996
goa,2020,4,Apple,24214,0.045896009,15.299327,74.123996
goa,2020,4,OnePlus,17571,0.033304649,15.299327,74.123996
goa,2020,4,Motorola,15500,0.029379208,15.299327,74.123996
goa,2020,4,Huawei,10821,0.020510478,15.299327,74.123996
goa,2020,4,Lenovo,8172,0.015489477,15.299327,74.123996
goa,2020,4,Others,42522,0.080597592,15.299327,74.123996
goa,2021,1,Xiaomi,142193,0.249446087,15.299327,74.123996
goa,2021,1,Samsung,123133,0.216009543,15.299327,74.123996
goa,2021,1,Vivo,87010,0.15263975,15.299327,74.123996
goa,2021,1,Oppo,60381,0.105925075,15.299327,74.123996
goa,2021,1,Realme,31824,0.055828151,15.299327,74.123996
goa,2021,1,Apple,26139,0.045855079,15.299327,74.123996
goa,2021,1,OnePlus,18577,0.032589227,15.299327,74.123996
goa,2021,1,Motorola,15944,0.027970212,15.299327,74.123996
goa,2021,1,Huawei,11414,0.020023332,15.299327,74.123996
goa,2021,1,Lenovo,8178,0.014346487,15.299327,74.123996
goa,2021,1,Others,45242,0.079367056,15.299327,74.123996
goa,2021,2,Xiaomi,152107,0.249721723,15.299327,74.123996
goa,2021,2,Samsung,129938,0.213325759,15.299327,74.123996
goa,2021,2,Vivo,94216,0.154679153,15.299327,74.123996
goa,2021,2,Oppo,64685,0.106196623,15.299327,74.123996
goa,2021,2,Realme,37973,0.062342187,15.299327,74.123996
goa,2021,2,Apple,28049,0.046049456,15.299327,74.123996
goa,2021,2,OnePlus,19803,0.032511583,15.299327,74.123996
goa,2021,2,Motorola,15937,0.026164576,15.299327,74.123996
goa,2021,2,Huawei,11315,0.018576405,15.299327,74.123996
goa,2021,2,Lenovo,7861,0.0129058,15.299327,74.123996
goa,2021,2,Others,47222,0.077526736,15.299327,74.123996
goa,2021,3,Xiaomi,163235,0.249801824,15.299327,74.123996
goa,2021,3,Samsung,135615,0.207534379,15.299327,74.123996
goa,2021,3,Vivo,103139,0.157835699,15.299327,74.123996
goa,2021,3,Oppo,69841,0.106879096,15.299327,74.123996
goa,2021,3,Realme,45087,0.068997548,15.299327,74.123996
goa,2021,3,Apple,29989,0.045892774,15.299327,74.123996
goa,2021,3,OnePlus,22136,0.033875169,15.299327,74.123996
goa,2021,3,Motorola,15824,0.024215787,15.299327,74.123996
goa,2021,3,Huawei,11214,0.017161011,15.299327,74.123996
goa,2021,3,Tecno,7719,0.011812542,15.299327,74.123996
goa,2021,3,Others,49659,0.075994173,15.299327,74.123996
goa,2021,4,Xiaomi,172749,0.247783206,15.299327,74.123996
goa,2021,4,Samsung,141066,0.202338571,15.299327,74.123996
goa,2021,4,Vivo,110824,0.158960839,15.299327,74.123996
goa,2021,4,Oppo,75088,0.107702767,15.299327,74.123996
goa,2021,4,Realme,53598,0.076878502,15.299327,74.123996
goa,2021,4,Apple,33398,0.047904552,15.299327,74.123996
goa,2021,4,OnePlus,24355,0.03493369,15.299327,74.123996
goa,2021,4,Motorola,16068,0.023047199,15.299327,74.123996
goa,2021,4,Huawei,10899,0.015633023,15.299327,74.123996
goa,2021,4,Tecno,9081,0.013025368,15.299327,74.123996
goa,2021,4,Others,50052,0.071792283,15.299327,74.123996
goa,2022,1,Xiaomi,181266,0.245409056,15.299327,74.123996
goa,2022,1,Samsung,146487,0.198323107,15.299327,74.123996
goa,2022,1,Vivo,118448,0.160362185,15.299327,74.123996
goa,2022,1,Oppo,80145,0.108505229,15.299327,74.123996
goa,2022,1,Realme,60870,0.082409549,15.299327,74.123996
goa,2022,1,Apple,36235,0.049057171,15.299327,74.123996
goa,2022,1,OnePlus,26283,0.035583541,15.299327,74.123996
goa,2022,1,Motorola,16125,0.021831016,15.299327,74.123996
goa,2022,1,Huawei,10823,0.014652843,15.299327,74.123996
goa,2022,1,Tecno,10780,0.014594627,15.299327,74.123996
goa,2022,1,Others,51166,0.069271677,15.299327,74.123996
gujarat,2018,1,Xiaomi,655082,0.243520562,22.258652,71.192381
gujarat,2018,1,Samsung,589816,0.219258541,22.258652,71.192381
gujarat,2018,1,Vivo,424397,0.157765586,22.258652,71.192381
gujarat,2018,1,Oppo,297896,0.110740031,22.258652,71.192381
gujarat,2018,1,Apple,124833,0.046405492,22.258652,71.192381
gujarat,2018,1,Realme,107796,0.040072147,22.258652,71.192381
gujarat,2018,1,OnePlus,85786,0.031890137,22.258652,71.192381
gujarat,2018,1,Lenovo,74654,0.027751921,22.258652,71.192381
gujarat,2018,1,Motorola,65692,0.024420382,22.258652,71.192381
gujarat,2018,1,Huawei,32104,0.01193436,22.258652,71.192381
gujarat,2018,1,Others,231992,0.08624084,22.258652,71.192381
gujarat,2018,2,Xiaomi,877057,0.245961874,22.258652,71.192381
gujarat,2018,2,Samsung,771605,0.216388914,22.258652,71.192381
gujarat,2018,2,Vivo,588311,0.164985943,22.258652,71.192381
gujarat,2018,2,Oppo,406366,0.113961285,22.258652,71.192381
gujarat,2018,2,Apple,158941,0.044573416,22.258652,71.192381
gujarat,2018,2,Realme,139735,0.039187285,22.258652,71.192381
gujarat,2018,2,OnePlus,104673,0.029354497,22.258652,71.192381
gujarat,2018,2,Lenovo,94848,0.026599174,22.258652,71.192381
gujarat,2018,2,Motorola,82342,0.023091991,22.258652,71.192381
gujarat,2018,2,Huawei,42387,0.011887011,22.258652,71.192381
gujarat,2018,2,Others,299560,0.08400861,22.258652,71.192381
gujarat,2018,3,Xiaomi,1090580,0.246003831,22.258652,71.192381
gujarat,2018,3,Samsung,952941,0.214956387,22.258652,71.192381
gujarat,2018,3,Vivo,773925,0.174575469,22.258652,71.192381
gujarat,2018,3,Oppo,521622,0.117663088,22.258652,71.192381
gujarat,2018,3,Apple,186759,0.042127519,22.258652,71.192381
gujarat,2018,3,Realme,171742,0.038740111,22.258652,71.192381
gujarat,2018,3,OnePlus,121797,0.027473939,22.258652,71.192381
gujarat,2018,3,Lenovo,107576,0.024266086,22.258652,71.192381
gujarat,2018,3,Motorola,95285,0.021493586,22.258652,71.192381
gujarat,2018,3,Huawei,53733,0.012120637,22.258652,71.192381
gujarat,2018,3,Others,357223,0.080579349,22.258652,71.192381
gujarat,2018,4,Xiaomi,1363826,0.244455318,22.258652,71.192381
gujarat,2018,4,Samsung,1194869,0.214171076,22.258652,71.192381
gujarat,2018,4,Vivo,1025717,0.183851881,22.258652,71.192381
gujarat,2018,4,Oppo,679260,0.121752129,22.258652,71.192381
gujarat,2018,4,Apple,230209,0.041263192,22.258652,71.192381
gujarat,2018,4,Realme,212094,0.038016218,22.258652,71.192381
gujarat,2018,4,OnePlus,145412,0.026063982,22.258652,71.192381
gujarat,2018,4,Lenovo,127399,0.022835291,22.258652,71.192381
gujarat,2018,4,Motorola,112287,0.020126581,22.258652,71.192381
gujarat,2018,4,Huawei,68005,0.012189373,22.258652,71.192381
gujarat,2018,4,Others,419962,0.075274958,22.258652,71.192381
gujarat,2019,1,Xiaomi,1611706,0.242269414,22.258652,71.192381
gujarat,2019,1,Samsung,1419211,0.213333832,22.258652,71.192381
gujarat,2019,1,Vivo,1271697,0.191159732,22.258652,71.192381
gujarat,2019,1,Oppo,837507,0.125892893,22.258652,71.192381
gujarat,2019,1,Apple,266733,0.040094935,22.258652,71.192381
gujarat,2019,1,Realme,248960,0.037423322,22.258652,71.192381
gujarat,2019,1,OnePlus,164369,0.02470772,22.258652,71.192381
gujarat,2019,1,Lenovo,143180,0.021522619,22.258652,71.192381
gujarat,2019,1,Motorola,124721,0.018747888,22.258652,71.192381
gujarat,2019,1,Huawei,81525,0.012254725,22.258652,71.192381
gujarat,2019,1,Others,482927,0.072592918,22.258652,71.192381
gujarat,2019,2,Xiaomi,1819154,0.240163598,22.258652,71.192381
gujarat,2019,2,Samsung,1612210,0.212842978,22.258652,71.192381
gujarat,2019,2,Vivo,1487567,0.196387685,22.258652,71.192381
gujarat,2019,2,Oppo,976688,0.128941752,22.258652,71.192381
gujarat,2019,2,Apple,301303,0.039777838,22.258652,71.192381
gujarat,2019,2,Realme,281975,0.037226167,22.258652,71.192381
gujarat,2019,2,OnePlus,180243,0.023795571,22.258652,71.192381
gujarat,2019,2,Lenovo,158443,0.020917548,22.258652,71.192381
gujarat,2019,2,Motorola,134995,0.017821957,22.258652,71.192381
gujarat,2019,2,Huawei,92218,0.012174564,22.258652,71.192381
gujarat,2019,2,Others,529849,0.069950341,22.258652,71.192381
gujarat,2019,3,Xiaomi,2007322,0.238136291,22.258652,71.192381
gujarat,2019,3,Samsung,1784247,0.21167205,22.258652,71.192381
gujarat,2019,3,Vivo,1706171,0.202409595,22.258652,71.192381
gujarat,2019,3,Oppo,1111618,0.131875498,22.258652,71.192381
gujarat,2019,3,Apple,330663,0.039227817,22.258652,71.192381
gujarat,2019,3,Realme,318122,0.03774003,22.258652,71.192381
gujarat,2019,3,OnePlus,194687,0.023096464,22.258652,71.192381
gujarat,2019,3,Lenovo,161748,0.019188784,22.258652,71.192381
gujarat,2019,3,Motorola,141326,0.016766044,22.258652,71.192381
gujarat,2019,3,Huawei,102241,0.012129241,22.258652,71.192381
gujarat,2019,3,Others,571154,0.067758185,22.258652,71.192381
gujarat,2019,4,Xiaomi,2194279,0.235341731,22.258652,71.192381
gujarat,2019,4,Samsung,1961599,0.210386238,22.258652,71.192381
gujarat,2019,4,Vivo,1944394,0.208540961,22.258652,71.192381
gujarat,2019,4,Oppo,1262789,0.135437175,22.258652,71.192381
gujarat,2019,4,Realme,362885,0.038920294,22.258652,71.192381
gujarat,2019,4,Apple,353958,0.037962852,22.258652,71.192381
gujarat,2019,4,OnePlus,206534,0.022151271,22.258652,71.192381
gujarat,2019,4,Lenovo,169920,0.018224331,22.258652,71.192381
gujarat,2019,4,Motorola,147476,0.015817158,22.258652,71.192381
gujarat,2019,4,Huawei,111054,0.01191081,22.258652,71.192381
gujarat,2019,4,Others,608911,0.065307178,22.258652,71.192381
gujarat,2020,1,Xiaomi,2375291,0.231513387,22.258652,71.192381
gujarat,2020,1,Vivo,2206536,0.215065279,22.258652,71.192381
gujarat,2020,1,Samsung,2139753,0.208556115,22.258652,71.192381
gujarat,2020,1,Oppo,1429059,0.139286634,22.258652,71.192381
gujarat,2020,1,Realme,411217,0.040080243,22.258652,71.192381
gujarat,2020,1,Apple,377075,0.036752512,22.258652,71.192381
gujarat,2020,1,OnePlus,216733,0.021124397,22.258652,71.192381
gujarat,2020,1,Lenovo,183981,0.017932146,22.258652,71.192381
gujarat,2020,1,Motorola,152517,0.014865432,22.258652,71.192381
gujarat,2020,1,Huawei,119412,0.011638775,22.258652,71.192381
gujarat,2020,1,Others,648269,0.06318508,22.258652,71.192381
gujarat,2020,2,Xiaomi,2596510,0.227910838,22.258652,71.192381
gujarat,2020,2,Vivo,2517289,0.220957148,22.258652,71.192381
gujarat,2020,2,Samsung,2358840,0.207049155,22.258652,71.192381
gujarat,2020,2,Oppo,1638925,0.143858013,22.258652,71.192381
gujarat,2020,2,Realme,464677,0.040787412,22.258652,71.192381
gujarat,2020,2,Apple,399962,0.035106999,22.258652,71.192381
gujarat,2020,2,OnePlus,225499,0.019793363,22.258652,71.192381
gujarat,2020,2,Lenovo,199446,0.01750654,22.258652,71.192381
gujarat,2020,2,Motorola,159087,0.013963995,22.258652,71.192381
gujarat,2020,2,Huawei,128197,0.011252599,22.258652,71.192381
gujarat,2020,2,Others,704225,0.061813939,22.258652,71.192381
gujarat,2020,3,Vivo,2833786,0.227287518,22.258652,71.192381
gujarat,2020,3,Xiaomi,2792901,0.224008283,22.258652,71.192381
gujarat,2020,3,Samsung,2570866,0.206199675,22.258652,71.192381
gujarat,2020,3,Oppo,1827108,0.14654559,22.258652,71.192381
gujarat,2020,3,Realme,525717,0.042165821,22.258652,71.192381
gujarat,2020,3,Apple,425591,0.034135084,22.258652,71.192381
gujarat,2020,3,OnePlus,236755,0.018989245,22.258652,71.192381
gujarat,2020,3,Lenovo,211958,0.017000369,22.258652,71.192381
gujarat,2020,3,Motorola,164618,0.013203402,22.258652,71.192381
gujarat,2020,3,Huawei,135946,0.010903727,22.258652,71.192381
gujarat,2020,3,Others,742601,0.059561286,22.258652,71.192381
gujarat,2020,4,Vivo,3159752,0.232245855,22.258652,71.192381
gujarat,2020,4,Xiaomi,2998305,0.220379292,22.258652,71.192381
gujarat,2020,4,Samsung,2800655,0.205851761,22.258652,71.192381
gujarat,2020,4,Oppo,2016643,0.148225866,22.258652,71.192381
gujarat,2020,4,Realme,592948,0.043582444,22.258652,71.192381
gujarat,2020,4,Apple,456563,0.03355797,22.258652,71.192381
gujarat,2020,4,OnePlus,249222,0.018318139,22.258652,71.192381
gujarat,2020,4,Lenovo,223106,0.016398579,22.258652,71.192381
gujarat,2020,4,Motorola,170289,0.012516462,22.258652,71.192381
gujarat,2020,4,Huawei,144035,0.010586759,22.258652,71.192381
gujarat,2020,4,Others,793685,0.058336873,22.258652,71.192381
gujarat,2021,1,Vivo,3492512,0.238069666,22.258652,71.192381
gujarat,2021,1,Xiaomi,3197714,0.217974542,22.258652,71.192381
gujarat,2021,1,Samsung,2987011,0.203611816,22.258652,71.192381
gujarat,2021,1,Oppo,2188804,0.149201445,22.258652,71.192381
gujarat,2021,1,Realme,666628,0.045441191,22.258652,71.192381
gujarat,2021,1,Apple,489078,0.033338364,22.258652,71.192381
gujarat,2021,1,OnePlus,264150,0.01800598,22.258652,71.192381
gujarat,2021,1,Lenovo,224880,0.015329112,22.258652,71.192381
gujarat,2021,1,Motorola,174216,0.011875563,22.258652,71.192381
gujarat,2021,1,Huawei,149907,0.010218522,22.258652,71.192381
gujarat,2021,1,Others,835226,0.056933799,22.258652,71.192381
gujarat,2021,2,Vivo,3834323,0.243665965,22.258652,71.192381
gujarat,2021,2,Xiaomi,3362430,0.213677813,22.258652,71.192381
gujarat,2021,2,Samsung,3154317,0.200452517,22.258652,71.192381
gujarat,2021,2,Oppo,2364362,0.150251961,22.258652,71.192381
gujarat,2021,2,Realme,790357,0.050226103,22.258652,71.192381
gujarat,2021,2,Apple,529166,0.033627773,22.258652,71.192381
gujarat,2021,2,OnePlus,293085,0.01862515,22.258652,71.192381
gujarat,2021,2,Lenovo,218253,0.013869679,22.258652,71.192381
gujarat,2021,2,Motorola,173429,0.011021175,22.258652,71.192381
gujarat,2021,2,Huawei,146703,0.009322774,22.258652,71.192381
gujarat,2021,2,Others,869556,0.055259091,22.258652,71.192381
gujarat,2021,3,Vivo,4261214,0.251447105,22.258652,71.192381
gujarat,2021,3,Xiaomi,3544088,0.209130701,22.258652,71.192381
gujarat,2021,3,Samsung,3267319,0.192799025,22.258652,71.192381
gujarat,2021,3,Oppo,2580826,0.152290222,22.258652,71.192381
gujarat,2021,3,Realme,932371,0.055017652,22.258652,71.192381
gujarat,2021,3,Apple,569577,0.033609785,22.258652,71.192381
gujarat,2021,3,OnePlus,345805,0.020405374,22.258652,71.192381
gujarat,2021,3,Lenovo,210237,0.012405733,22.258652,71.192381
gujarat,2021,3,Motorola,172358,0.010170557,22.258652,71.192381
gujarat,2021,3,Tecno,161791,0.009547016,22.258652,71.192381
gujarat,2021,3,Others,901175,0.053176828,22.258652,71.192381
gujarat,2021,4,Vivo,4645259,0.256089505,22.258652,71.192381
gujarat,2021,4,Xiaomi,3700589,0.204010585,22.258652,71.192381
gujarat,2021,4,Samsung,3390165,0.186897152,22.258652,71.192381
gujarat,2021,4,Oppo,2791203,0.153876844,22.258652,71.192381
gujarat,2021,4,Realme,1116664,0.061560815,22.258652,71.192381
gujarat,2021,4,Apple,635160,0.035015875,22.258652,71.192381
gujarat,2021,4,OnePlus,397948,0.021938563,22.258652,71.192381
gujarat,2021,4,Lenovo,199946,0.011022867,22.258652,71.192381
gujarat,2021,4,Tecno,187064,0.010312692,22.258652,71.192381
gujarat,2021,4,Motorola,174499,0.009619994,22.258652,71.192381
gujarat,2021,4,Others,900704,0.049655109,22.258652,71.192381
gujarat,2022,1,Vivo,4996272,0.259340284,22.258652,71.192381
gujarat,2022,1,Xiaomi,3842766,0.199465526,22.258652,71.192381
gujarat,2022,1,Samsung,3511762,0.182284182,22.258652,71.192381
gujarat,2022,1,Oppo,2996365,0.155531594,22.258652,71.192381
gujarat,2022,1,Realme,1272108,0.066031003,22.258652,71.192381
gujarat,2022,1,Apple,693504,0.035997545,22.258652,71.192381
gujarat,2022,1,OnePlus,441053,0.022893632,22.258652,71.192381
gujarat,2022,1,Tecno,223305,0.011591039,22.258652,71.192381
gujarat,2022,1,Lenovo,203354,0.010555447,22.258652,71.192381
gujarat,2022,1,Motorola,174739,0.009070135,22.258652,71.192381
gujarat,2022,1,Others,910086,0.047239614,22.258652,71.192381
haryana,2018,1,Xiaomi,444407,0.240563681,29.058776,76.085601
haryana,2018,1,Samsung,394835,0.213729669,29.058776,76.085601
haryana,2018,1,Vivo,256267,0.138720886,29.058776,76.085601
haryana,2018,1,Oppo,192587,0.104250018,29.058776,76.085601
haryana,2018,1,Apple,100085,0.0541774,29.058776,76.085601
haryana,2018,1,Realme,89281,0.048329045,29.058776,76.085601
haryana,2018,1,OnePlus,55486,0.030035342,29.058776,76.085601
haryana,2018,1,Motorola,53420,0.028916988,29.058776,76.085601
haryana,2018,1,Lenovo,34977,0.018933536,29.058776,76.085601
haryana,2018,1,Huawei,29629,0.016038589,29.058776,76.085601
haryana,2018,1,Others,196383,0.106304845,29.058776,76.085601
haryana,2018,2,Xiaomi,599986,0.245170338,29.058776,76.085601
haryana,2018,2,Samsung,516011,0.210855906,29.058776,76.085601
haryana,2018,2,Vivo,351564,0.14365846,29.058776,76.085601
haryana,2018,2,Oppo,260510,0.106451359,29.058776,76.085601
haryana,2018,2,Apple,127528,0.052111354,29.058776,76.085601
haryana,2018,2,Realme,116691,0.047683066,29.058776,76.085601
haryana,2018,2,Motorola,68775,0.028103306,29.058776,76.085601
haryana,2018,2,OnePlus,67358,0.027524282,29.058776,76.085601
haryana,2018,2,Lenovo,44001,0.017979986,29.058776,76.085601
haryana,2018,2,Huawei,39423,0.016109293,29.058776,76.085601
haryana,2018,2,Others,255374,0.104352651,29.058776,76.085601
haryana,2018,3,Xiaomi,751015,0.248647695,29.058776,76.085601
haryana,2018,3,Samsung,630157,0.208633763,29.058776,76.085601
haryana,2018,3,Vivo,451732,0.149560422,29.058776,76.085601
haryana,2018,3,Oppo,328450,0.108743947,29.058776,76.085601
haryana,2018,3,Apple,152459,0.05047646,29.058776,76.085601
haryana,2018,3,Realme,143729,0.047586113,29.058776,76.085601
haryana,2018,3,Motorola,81942,0.027129537,29.058776,76.085601
haryana,2018,3,OnePlus,79279,0.026247865,29.058776,76.085601
haryana,2018,3,Huawei,50399,0.016686212,29.058776,76.085601
haryana,2018,3,Lenovo,49707,0.016457103,29.058776,76.085601
haryana,2018,3,Others,301529,0.099830883,29.058776,76.085601
haryana,2018,4,Xiaomi,948615,0.250091021,29.058776,76.085601
haryana,2018,4,Samsung,785842,0.207177863,29.058776,76.085601
haryana,2018,4,Vivo,591623,0.155974342,29.058776,76.085601
haryana,2018,4,Oppo,427382,0.112674163,29.058776,76.085601
haryana,2018,4,Apple,187472,0.049424755,29.058776,76.085601
haryana,2018,4,Realme,179167,0.047235241,29.058776,76.085601
haryana,2018,4,Motorola,98841,0.02605825,29.058776,76.085601
haryana,2018,4,OnePlus,93582,0.024671777,29.058776,76.085601
haryana,2018,4,Huawei,65203,0.017189993,29.058776,76.085601
haryana,2018,4,Lenovo,59641,0.015723638,29.058776,76.085601
haryana,2018,4,Others,355711,0.093778959,29.058776,76.085601
haryana,2019,1,Xiaomi,1136307,0.250355879,29.058776,76.085601
haryana,2019,1,Samsung,934852,0.205970476,29.058776,76.085601
haryana,2019,1,Vivo,732478,0.161382596,29.058776,76.085601
haryana,2019,1,Oppo,527926,0.116314849,29.058776,76.085601
haryana,2019,1,Apple,216144,0.047621744,29.058776,76.085601
haryana,2019,1,Realme,213023,0.046934112,29.058776,76.085601
haryana,2019,1,Motorola,111982,0.024672339,29.058776,76.085601
haryana,2019,1,OnePlus,105006,0.023135358,29.058776,76.085601
haryana,2019,1,Huawei,80507,0.017737637,29.058776,76.085601
haryana,2019,1,Lenovo,67191,0.0148038,29.058776,76.085601
haryana,2019,1,Others,413351,0.091071209,29.058776,76.085601
haryana,2019,2,Xiaomi,1301537,0.251357563,29.058776,76.085601
haryana,2019,2,Samsung,1060392,0.204786763,29.058776,76.085601
haryana,2019,2,Vivo,854882,0.165097923,29.058776,76.085601
haryana,2019,2,Oppo,615320,0.118832838,29.058776,76.085601
haryana,2019,2,Realme,244076,0.047136845,29.058776,76.085601
haryana,2019,2,Apple,243241,0.046975587,29.058776,76.085601
haryana,2019,2,Motorola,122500,0.023657646,29.058776,76.085601
haryana,2019,2,OnePlus,114507,0.022114009,29.058776,76.085601
haryana,2019,2,Huawei,92344,0.017833809,29.058776,76.085601
haryana,2019,2,Lenovo,72976,0.014093391,29.058776,76.085601
haryana,2019,2,Others,456255,0.088113626,29.058776,76.085601
haryana,2019,3,Xiaomi,1453801,0.251359498,29.058776,76.085601
haryana,2019,3,Samsung,1177753,0.203631311,29.058776,76.085601
haryana,2019,3,Vivo,977699,0.169042345,29.058776,76.085601
haryana,2019,3,Oppo,699529,0.120947267,29.058776,76.085601
haryana,2019,3,Realme,278941,0.048228382,29.058776,76.085601
haryana,2019,3,Apple,268393,0.046404652,29.058776,76.085601
haryana,2019,3,Motorola,129804,0.022442871,29.058776,76.085601
haryana,2019,3,OnePlus,123917,0.02142502,29.058776,76.085601
haryana,2019,3,Huawei,103942,0.017971379,29.058776,76.085601
haryana,2019,3,Lenovo,73965,0.012788411,29.058776,76.085601
haryana,2019,3,Others,496008,0.085758864,29.058776,76.085601
haryana,2019,4,Xiaomi,1597800,0.250962865,29.058776,76.085601
haryana,2019,4,Samsung,1285177,0.201859871,29.058776,76.085601
haryana,2019,4,Vivo,1103105,0.17326223,29.058776,76.085601
haryana,2019,4,Oppo,785251,0.123337614,29.058776,76.085601
haryana,2019,4,Realme,319391,0.050166028,29.058776,76.085601
haryana,2019,4,Apple,288206,0.04526787,29.058776,76.085601
haryana,2019,4,Motorola,136766,0.021481529,29.058776,76.085601
haryana,2019,4,OnePlus,130817,0.020547133,29.058776,76.085601
haryana,2019,4,Huawei,113928,0.017894416,29.058776,76.085601
haryana,2019,4,Lenovo,76631,0.012036259,29.058776,76.085601
haryana,2019,4,Others,529607,0.083184184,29.058776,76.085601
haryana,2020,1,Xiaomi,1753322,0.249804738,29.058776,76.085601
haryana,2020,1,Samsung,1400065,0.199474409,29.058776,76.085601
haryana,2020,1,Vivo,1250165,0.178117391,29.058776,76.085601
haryana,2020,1,Oppo,881733,0.125625003,29.058776,76.085601
haryana,2020,1,Realme,364011,0.051862506,29.058776,76.085601
haryana,2020,1,Apple,308315,0.043927212,29.058776,76.085601
haryana,2020,1,Motorola,143514,0.020447172,29.058776,76.085601
