State,Transaction_Year,Quarter,District,RegisteredUsers,latitude,longitude
uttar-pradesh,2022,1,etah district,246989,26.846709,80.946159
uttar-pradesh,2022,1,banda district,178647,26.846709,80.946159
uttar-pradesh,2022,1,bijnor district,505579,26.846709,80.946159
uttar-pradesh,2022,1,hardoi district,369745,26.846709,80.946159
uttar-pradesh,2022,1,balrampur district,172888,26.846709,80.946159
uttar-pradesh,2022,1,amroha district,279928,26.846709,80.946159
uttar-pradesh,2022,1,pilibhit district,267438,26.846709,80.946159
uttar-pradesh,2022,1,mainpuri district,285752,26.846709,80.946159
uttar-pradesh,2022,1,kanpur dehat district,215966,26.846709,80.946159
uttar-pradesh,2022,1,jaunpur district,745837,26.846709,80.946159
uttar-pradesh,2022,1,kaushambi district,146004,26.846709,80.946159
uttar-pradesh,2022,1,hapur district,328694,26.846709,80.946159
uttar-pradesh,2022,1,hamirpur district,148893,26.846709,80.946159
uttar-pradesh,2022,1,meerut district,967325,26.846709,80.946159
uttar-pradesh,2022,1,mathura district,719040,26.846709,80.946159
uttar-pradesh,2022,1,chitrakoot district,104504,26.846709,80.946159
uttar-pradesh,2022,1,lalitpur district,178791,26.846709,80.946159
uttar-pradesh,2022,1,mau district,335310,26.846709,80.946159
uttar-pradesh,2022,1,mirzapur district,359993,26.846709,80.946159
uttar-pradesh,2022,1,bulandshahr district,612406,26.846709,80.946159
uttar-pradesh,2022,1,gonda district,350931,26.846709,80.946159
uttar-pradesh,2022,1,jhansi district,529169,26.846709,80.946159
uttar-pradesh,2022,1,chandauli district,343632,26.846709,80.946159
uttar-pradesh,2022,1,bhadohi district,261266,26.846709,80.946159
uttar-pradesh,2022,1,pratapgarh district,425208,26.846709,80.946159
uttar-pradesh,2022,1,saharanpur district,665784,26.846709,80.946159
uttar-pradesh,2022,1,bara banki district,335222,26.846709,80.946159
uttar-pradesh,2022,1,bareilly district,875033,26.846709,80.946159
uttar-pradesh,2022,1,sitapur district,459091,26.846709,80.946159
uttar-pradesh,2022,1,sultanpur district,345466,26.846709,80.946159
uttar-pradesh,2022,1,agra district,1279852,26.846709,80.946159
uttar-pradesh,2022,1,fatehpur district,261545,26.846709,80.946159
uttar-pradesh,2022,1,rae bareli district,301965,26.846709,80.946159
uttar-pradesh,2022,1,firozabad district,473859,26.846709,80.946159
uttar-pradesh,2022,1,kheri district,514743,26.846709,80.946159
uttar-pradesh,2022,1,gorakhpur district,1027283,26.846709,80.946159
uttar-pradesh,2022,1,unnao district,337537,26.846709,80.946159
uttar-pradesh,2022,1,prayagraj district,1504572,26.846709,80.946159
uttar-pradesh,2022,1,sonbhadra district,312416,26.846709,80.946159
uttar-pradesh,2022,1,ghazipur district,589549,26.846709,80.946159
uttar-pradesh,2022,1,farrukhabad district,266001,26.846709,80.946159
uttar-pradesh,2022,1,kannauj district,228510,26.846709,80.946159
uttar-pradesh,2022,1,azamgarh district,666213,26.846709,80.946159
uttar-pradesh,2022,1,ayodhya district,426442,26.846709,80.946159
uttar-pradesh,2022,1,deoria district,563817,26.846709,80.946159
uttar-pradesh,2022,1,ghaziabad district,2298103,26.846709,80.946159
uttar-pradesh,2022,2,amethi district,300525,26.846709,80.946159
uttar-pradesh,2022,2,siddharthnagar district,304650,26.846709,80.946159
uttar-pradesh,2022,2,auraiya district,230779,26.846709,80.946159
uttar-pradesh,2022,2,sambhal district,249076,26.846709,80.946159
uttar-pradesh,2022,2,kanpur nagar district,1510491,26.846709,80.946159
uttar-pradesh,2022,2,aligarh district,824034,26.846709,80.946159
uttar-pradesh,2022,2,mahoba district,124427,26.846709,80.946159
uttar-pradesh,2022,2,lucknow district,2474317,26.846709,80.946159
uttar-pradesh,2022,2,sant kabeer nagar district,234372,26.846709,80.946159
uttar-pradesh,2022,2,hathras district,281014,26.846709,80.946159
uttar-pradesh,2022,2,budaun district,329179,26.846709,80.946159
uttar-pradesh,2022,2,moradabad district,558719,26.846709,80.946159
uttar-pradesh,2022,2,kushinagar district,621030,26.846709,80.946159
uttar-pradesh,2022,2,baghpat district,289373,26.846709,80.946159
uttar-pradesh,2022,2,shahjahanpur district,381911,26.846709,80.946159
uttar-pradesh,2022,2,muzaffarnagar district,539583,26.846709,80.946159
uttar-pradesh,2022,2,ambedkar nagar district,369511,26.846709,80.946159
uttar-pradesh,2022,2,bahraich district,278827,26.846709,80.946159
uttar-pradesh,2022,2,jalaun district,279182,26.846709,80.946159
uttar-pradesh,2022,2,rampur district,299289,26.846709,80.946159
uttar-pradesh,2022,2,ballia district,581226,26.846709,80.946159
uttar-pradesh,2022,2,shravasti district,72312,26.846709,80.946159
uttar-pradesh,2022,2,kasganj district,193531,26.846709,80.946159
uttar-pradesh,2022,2,varanasi district,1483315,26.846709,80.946159
uttar-pradesh,2022,2,gautam buddha nagar district,2973360,26.846709,80.946159
uttar-pradesh,2022,2,basti district,391480,26.846709,80.946159
uttar-pradesh,2022,2,shamli district,229756,26.846709,80.946159
uttar-pradesh,2022,2,maharajganj district,400839,26.846709,80.946159
uttar-pradesh,2022,2,etawah district,303513,26.846709,80.946159
uttar-pradesh,2022,2,etah district,262230,26.846709,80.946159
uttar-pradesh,2022,2,banda district,189165,26.846709,80.946159
uttar-pradesh,2022,2,bijnor district,534931,26.846709,80.946159
uttar-pradesh,2022,2,hardoi district,391720,26.846709,80.946159
uttar-pradesh,2022,2,balrampur district,183374,26.846709,80.946159
uttar-pradesh,2022,2,amroha district,296694,26.846709,80.946159
uttar-pradesh,2022,2,pilibhit district,283534,26.846709,80.946159
uttar-pradesh,2022,2,mainpuri district,303347,26.846709,80.946159
uttar-pradesh,2022,2,kanpur dehat district,229258,26.846709,80.946159
uttar-pradesh,2022,2,jaunpur district,790310,26.846709,80.946159
uttar-pradesh,2022,2,kaushambi district,154837,26.846709,80.946159
uttar-pradesh,2022,2,hapur district,347378,26.846709,80.946159
uttar-pradesh,2022,2,hamirpur district,157910,26.846709,80.946159
uttar-pradesh,2022,2,meerut district,1020429,26.846709,80.946159
uttar-pradesh,2022,2,mathura district,760584,26.846709,80.946159
uttar-pradesh,2022,2,chitrakoot district,110760,26.846709,80.946159
uttar-pradesh,2022,2,lalitpur district,189192,26.846709,80.946159
uttar-pradesh,2022,2,mau district,355194,26.846709,80.946159
uttar-pradesh,2022,2,mirzapur district,381259,26.846709,80.946159
uttar-pradesh,2022,2,bulandshahr district,648058,26.846709,80.946159
uttar-pradesh,2022,2,gonda district,371929,26.846709,80.946159
uttar-pradesh,2022,2,jhansi district,558926,26.846709,80.946159
uttar-pradesh,2022,2,chandauli district,363366,26.846709,80.946159
uttar-pradesh,2022,2,bhadohi district,276471,26.846709,80.946159
uttar-pradesh,2022,2,pratapgarh district,450876,26.846709,80.946159
uttar-pradesh,2022,2,saharanpur district,703431,26.846709,80.946159
uttar-pradesh,2022,2,bara banki district,355514,26.846709,80.946159
uttar-pradesh,2022,2,bareilly district,925536,26.846709,80.946159
uttar-pradesh,2022,2,sitapur district,487160,26.846709,80.946159
uttar-pradesh,2022,2,sultanpur district,366531,26.846709,80.946159
uttar-pradesh,2022,2,agra district,1351856,26.846709,80.946159
uttar-pradesh,2022,2,fatehpur district,277199,26.846709,80.946159
uttar-pradesh,2022,2,rae bareli district,319786,26.846709,80.946159
uttar-pradesh,2022,2,firozabad district,502113,26.846709,80.946159
uttar-pradesh,2022,2,kheri district,546247,26.846709,80.946159
uttar-pradesh,2022,2,gorakhpur district,1086399,26.846709,80.946159
uttar-pradesh,2022,2,unnao district,357565,26.846709,80.946159
uttar-pradesh,2022,2,prayagraj district,1590032,26.846709,80.946159
uttar-pradesh,2022,2,sonbhadra district,330599,26.846709,80.946159
uttar-pradesh,2022,2,ghazipur district,624588,26.846709,80.946159
uttar-pradesh,2022,2,farrukhabad district,282388,26.846709,80.946159
uttar-pradesh,2022,2,kannauj district,242692,26.846709,80.946159
uttar-pradesh,2022,2,azamgarh district,705372,26.846709,80.946159
uttar-pradesh,2022,2,ayodhya district,451594,26.846709,80.946159
uttar-pradesh,2022,2,deoria district,597729,26.846709,80.946159
uttar-pradesh,2022,2,ghaziabad district,2421605,26.846709,80.946159
uttar-pradesh,2022,3,amethi district,317320,26.846709,80.946159
uttar-pradesh,2022,3,siddharthnagar district,322050,26.846709,80.946159
uttar-pradesh,2022,3,auraiya district,243880,26.846709,80.946159
uttar-pradesh,2022,3,sambhal district,263057,26.846709,80.946159
uttar-pradesh,2022,3,kanpur nagar district,1592126,26.846709,80.946159
uttar-pradesh,2022,3,aligarh district,869751,26.846709,80.946159
uttar-pradesh,2022,3,mahoba district,131487,26.846709,80.946159
uttar-pradesh,2022,3,lucknow district,2604663,26.846709,80.946159
uttar-pradesh,2022,3,sant kabeer nagar district,248266,26.846709,80.946159
uttar-pradesh,2022,3,hathras district,297339,26.846709,80.946159
uttar-pradesh,2022,3,budaun district,347766,26.846709,80.946159
uttar-pradesh,2022,3,moradabad district,590056,26.846709,80.946159
uttar-pradesh,2022,3,kushinagar district,658326,26.846709,80.946159
uttar-pradesh,2022,3,baghpat district,305082,26.846709,80.946159
uttar-pradesh,2022,3,shahjahanpur district,403737,26.846709,80.946159
uttar-pradesh,2022,3,muzaffarnagar district,569122,26.846709,80.946159
uttar-pradesh,2022,3,ambedkar nagar district,391497,26.846709,80.946159
uttar-pradesh,2022,3,bahraich district,293586,26.846709,80.946159
uttar-pradesh,2022,3,jalaun district,294643,26.846709,80.946159
uttar-pradesh,2022,3,rampur district,316113,26.846709,80.946159
uttar-pradesh,2022,3,ballia district,615476,26.846709,80.946159
uttar-pradesh,2022,3,shravasti district,76201,26.846709,80.946159
uttar-pradesh,2022,3,kasganj district,204628,26.846709,80.946159
uttar-pradesh,2022,3,varanasi district,1563730,26.846709,80.946159
uttar-pradesh,2022,3,gautam buddha nagar district,3130224,26.846709,80.946159
uttar-pradesh,2022,3,basti district,414256,26.846709,80.946159
uttar-pradesh,2022,3,shamli district,242580,26.846709,80.946159
uttar-pradesh,2022,3,maharajganj district,424361,26.846709,80.946159
uttar-pradesh,2022,3,etawah district,320846,26.846709,80.946159
uttar-pradesh,2022,3,etah district,276844,26.846709,80.946159
uttar-pradesh,2022,3,banda district,199461,26.846709,80.946159
uttar-pradesh,2022,3,bijnor district,564365,26.846709,80.946159
uttar-pradesh,2022,3,hardoi district,413101,26.846709,80.946159
uttar-pradesh,2022,3,balrampur district,193583,26.846709,80.946159
uttar-pradesh,2022,3,amroha district,313538,26.846709,80.946159
uttar-pradesh,2022,3,pilibhit district,299722,26.846709,80.946159
uttar-pradesh,2022,3,mainpuri district,320417,26.846709,80.946159
uttar-pradesh,2022,3,kanpur dehat district,242363,26.846709,80.946159
uttar-pradesh,2022,3,jaunpur district,836999,26.846709,80.946159
uttar-pradesh,2022,3,kaushambi district,163634,26.846709,80.946159
uttar-pradesh,2022,3,hapur district,366537,26.846709,80.946159
uttar-pradesh,2022,3,hamirpur district,166804,26.846709,80.946159
uttar-pradesh,2022,3,meerut district,1075255,26.846709,80.946159
uttar-pradesh,2022,3,mathura district,803538,26.846709,80.946159
uttar-pradesh,2022,3,chitrakoot district,116747,26.846709,80.946159
uttar-pradesh,2022,3,lalitpur district,199494,26.846709,80.946159
uttar-pradesh,2022,3,mau district,375672,26.846709,80.946159
uttar-pradesh,2022,3,mirzapur district,402235,26.846709,80.946159
uttar-pradesh,2022,3,bulandshahr district,684412,26.846709,80.946159
uttar-pradesh,2022,3,gonda district,392403,26.846709,80.946159
uttar-pradesh,2022,3,jhansi district,589478,26.846709,80.946159
uttar-pradesh,2022,3,chandauli district,384127,26.846709,80.946159
uttar-pradesh,2022,3,bhadohi district,292737,26.846709,80.946159
uttar-pradesh,2022,3,pratapgarh district,476843,26.846709,80.946159
uttar-pradesh,2022,3,saharanpur district,741236,26.846709,80.946159
uttar-pradesh,2022,3,bara banki district,375287,26.846709,80.946159
uttar-pradesh,2022,3,bareilly district,977218,26.846709,80.946159
uttar-pradesh,2022,3,sitapur district,514752,26.846709,80.946159
uttar-pradesh,2022,3,sultanpur district,387814,26.846709,80.946159
uttar-pradesh,2022,3,agra district,1426154,26.846709,80.946159
uttar-pradesh,2022,3,fatehpur district,292522,26.846709,80.946159
uttar-pradesh,2022,3,rae bareli district,337333,26.846709,80.946159
uttar-pradesh,2022,3,firozabad district,531310,26.846709,80.946159
uttar-pradesh,2022,3,kheri district,577837,26.846709,80.946159
uttar-pradesh,2022,3,gorakhpur district,1148103,26.846709,80.946159
uttar-pradesh,2022,3,unnao district,376810,26.846709,80.946159
uttar-pradesh,2022,3,prayagraj district,1678668,26.846709,80.946159
uttar-pradesh,2022,3,sonbhadra district,348944,26.846709,80.946159
uttar-pradesh,2022,3,ghazipur district,660956,26.846709,80.946159
uttar-pradesh,2022,3,farrukhabad district,298591,26.846709,80.946159
uttar-pradesh,2022,3,kannauj district,256849,26.846709,80.946159
uttar-pradesh,2022,3,azamgarh district,746045,26.846709,80.946159
uttar-pradesh,2022,3,ayodhya district,476884,26.846709,80.946159
uttar-pradesh,2022,3,deoria district,632752,26.846709,80.946159
uttar-pradesh,2022,3,ghaziabad district,2549377,26.846709,80.946159
uttar-pradesh,2022,4,amethi district,331764,26.846709,80.946159
uttar-pradesh,2022,4,siddharthnagar district,336532,26.846709,80.946159
uttar-pradesh,2022,4,auraiya district,255605,26.846709,80.946159
uttar-pradesh,2022,4,sambhal district,275307,26.846709,80.946159
uttar-pradesh,2022,4,kanpur nagar district,1673173,26.846709,80.946159
uttar-pradesh,2022,4,aligarh district,912129,26.846709,80.946159
uttar-pradesh,2022,4,mahoba district,137382,26.846709,80.946159
uttar-pradesh,2022,4,lucknow district,2734333,26.846709,80.946159
uttar-pradesh,2022,4,sant kabeer nagar district,260490,26.846709,80.946159
uttar-pradesh,2022,4,hathras district,311414,26.846709,80.946159
uttar-pradesh,2022,4,budaun district,363274,26.846709,80.946159
uttar-pradesh,2022,4,moradabad district,619119,26.846709,80.946159
uttar-pradesh,2022,4,kushinagar district,690975,26.846709,80.946159
uttar-pradesh,2022,4,baghpat district,319482,26.846709,80.946159
uttar-pradesh,2022,4,shahjahanpur district,422458,26.846709,80.946159
uttar-pradesh,2022,4,muzaffarnagar district,596271,26.846709,80.946159
uttar-pradesh,2022,4,ambedkar nagar district,410216,26.846709,80.946159
uttar-pradesh,2022,4,bahraich district,306258,26.846709,80.946159
uttar-pradesh,2022,4,jalaun district,308934,26.846709,80.946159
uttar-pradesh,2022,4,rampur district,331077,26.846709,80.946159
uttar-pradesh,2022,4,ballia district,645949,26.846709,80.946159
uttar-pradesh,2022,4,shravasti district,79245,26.846709,80.946159
uttar-pradesh,2022,4,kasganj district,214531,26.846709,80.946159
uttar-pradesh,2022,4,varanasi district,1641943,26.846709,80.946159
uttar-pradesh,2022,4,gautam buddha nagar district,3286371,26.846709,80.946159
uttar-pradesh,2022,4,basti district,434060,26.846709,80.946159
uttar-pradesh,2022,4,shamli district,254021,26.846709,80.946159
uttar-pradesh,2022,4,maharajganj district,444905,26.846709,80.946159
uttar-pradesh,2022,4,etawah district,336655,26.846709,80.946159
uttar-pradesh,2022,4,etah district,289979,26.846709,80.946159
uttar-pradesh,2022,4,banda district,208349,26.846709,80.946159
uttar-pradesh,2022,4,bijnor district,590130,26.846709,80.946159
uttar-pradesh,2022,4,hardoi district,431274,26.846709,80.946159
uttar-pradesh,2022,4,balrampur district,202052,26.846709,80.946159
uttar-pradesh,2022,4,amroha district,328276,26.846709,80.946159
uttar-pradesh,2022,4,pilibhit district,313713,26.846709,80.946159
uttar-pradesh,2022,4,mainpuri district,335366,26.846709,80.946159
uttar-pradesh,2022,4,kanpur dehat district,253280,26.846709,80.946159
uttar-pradesh,2022,4,jaunpur district,877935,26.846709,80.946159
uttar-pradesh,2022,4,kaushambi district,171007,26.846709,80.946159
uttar-pradesh,2022,4,hapur district,384529,26.846709,80.946159
uttar-pradesh,2022,4,hamirpur district,174336,26.846709,80.946159
uttar-pradesh,2022,4,meerut district,1127324,26.846709,80.946159
uttar-pradesh,2022,4,mathura district,842841,26.846709,80.946159
uttar-pradesh,2022,4,chitrakoot district,121558,26.846709,80.946159
uttar-pradesh,2022,4,lalitpur district,208434,26.846709,80.946159
uttar-pradesh,2022,4,mau district,394376,26.846709,80.946159
uttar-pradesh,2022,4,mirzapur district,421064,26.846709,80.946159
uttar-pradesh,2022,4,bulandshahr district,716597,26.846709,80.946159
uttar-pradesh,2022,4,gonda district,410002,26.846709,80.946159
uttar-pradesh,2022,4,jhansi district,618141,26.846709,80.946159
uttar-pradesh,2022,4,chandauli district,402790,26.846709,80.946159
uttar-pradesh,2022,4,bhadohi district,307145,26.846709,80.946159
uttar-pradesh,2022,4,pratapgarh district,499521,26.846709,80.946159
uttar-pradesh,2022,4,saharanpur district,776234,26.846709,80.946159
uttar-pradesh,2022,4,bara banki district,392384,26.846709,80.946159
uttar-pradesh,2022,4,bareilly district,1025341,26.846709,80.946159
uttar-pradesh,2022,4,sitapur district,538245,26.846709,80.946159
uttar-pradesh,2022,4,sultanpur district,406332,26.846709,80.946159
