State,Transaction_Year,Quarters,District,RegisteredUsers,latitude,longitude
arunachal-pradesh,2021,1,lohit,14231,26.879641,80.56982
arunachal-pradesh,2021,1,tawang,11778,26.879641,80.56982
arunachal-pradesh,2021,1,west siang,10836,26.879641,80.56982
arunachal-pradesh,2021,1,namsai,10242,26.879641,80.56982
arunachal-pradesh,2021,1,lower dibang valley,8402,26.879641,80.56982
arunachal-pradesh,2021,1,lower subansiri,8044,26.879641,80.56982
arunachal-pradesh,2021,2,papum pare,90871,26.879641,80.56982
arunachal-pradesh,2021,2,west kameng,22625,26.879641,80.56982
arunachal-pradesh,2021,2,changlang,21404,26.879641,80.56982
arunachal-pradesh,2021,2,east siang,20817,26.879641,80.56982
arunachal-pradesh,2021,2,lohit,15360,26.879641,80.56982
arunachal-pradesh,2021,2,tawang,12636,26.879641,80.56982
arunachal-pradesh,2021,2,west siang,11657,26.879641,80.56982
arunachal-pradesh,2021,2,namsai,11111,26.879641,80.56982
arunachal-pradesh,2021,2,lower dibang valley,9094,26.879641,80.56982
arunachal-pradesh,2021,2,lower subansiri,8685,26.879641,80.56982
arunachal-pradesh,2021,3,papum pare,97854,26.879641,80.56982
arunachal-pradesh,2021,3,west kameng,24489,26.879641,80.56982
arunachal-pradesh,2021,3,changlang,23328,26.879641,80.56982
arunachal-pradesh,2021,3,east siang,22538,26.879641,80.56982
arunachal-pradesh,2021,3,lohit,16680,26.879641,80.56982
arunachal-pradesh,2021,3,tawang,13650,26.879641,80.56982
arunachal-pradesh,2021,3,west siang,12616,26.879641,80.56982
arunachal-pradesh,2021,3,namsai,12140,26.879641,80.56982
arunachal-pradesh,2021,3,lower dibang valley,9920,26.879641,80.56982
